name,artist,img,Unique ID,Name,Artist,Popularity,Album ID,Album name,Release date,Genre,Subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration ms
Animal,Neon Trees,https://i.scdn.co/image/ab67616d0000b27326ca7305db69aa21efcf2b7a,1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees,68,7xpjpdislqMXOCw5xsDt4g,Habits,2010-01-01,pop,post-teen pop,0.482,0.833,5,0.855708987280766,1,0.0449,0.000346,0.0,0.365,0.74,148.039,212293
Photosynthesis,Saba,https://i.scdn.co/image/ab67616d0000b273eec9bfc96c9e0495b35e2257,3DlgDXIYtnWtJKiB8bZQMv,Photosynthesis,Saba,70,10UscF31tC7Sz8S2a1mGbM,Bucket List Project,2016-10-27,r&b,neo soul,0.777,0.662,7,0.7974142447038115,1,0.27,0.536,4.6378269617706235e-06,0.593,0.634,111.13,201733
Norman fucking Rockwell,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273db58320165892f952a6ddb3f,3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,75,5XpEKORZ4y6OrCZSKsi46A,Norman Fucking Rockwell!,2019-08-30,r&b,hip pop,0.218,0.215,5,0.7115646543595331,1,0.0368,0.967,0.0852112676056338,0.0948,0.138,76.74,248934
Tú Foto,Ozuna,https://i.scdn.co/image/ab67616d0000b273b0a875d7f1bfe4ec4aaffa48,5zSOVwaY3sVjnmLhuEfsuf,Tú Foto,Ozuna,71,4s05NbwGgw5SO42AdsN5Oo,Odisea,2017-08-25,latin,latin pop,0.748,0.565,7,0.8497579783332984,1,0.0476,0.164,0.0017002012072434608,0.103,0.812,175.92,193227
Ay Mi Dios,IAmChino,https://i.scdn.co/image/ab67616d0000b273c57420ac365a2a189b36d0d5,5Uel5PmPBZICA0TQTI912U,Ay Mi Dios,IAmChino,59,5mL2ReCP9gU2mPnC3SKERE,Ay Mi Dios,2016-02-22,latin,latin pop,0.761,0.829,0,0.9061668377930976,0,0.0681,0.167,0.0,0.189,0.813,92.033,252003
Wicked Game,Chris Isaak,https://i.scdn.co/image/ab67616d0000b273b4faff3f38618b2e3381811f,390AWnOn2rfe9FzQjYmxIH,Wicked Game,Chris Isaak,69,15WGW9fyEuS2cWp8aZkNpZ,Best of Chris Isaak (Remastered),2006,pop,electropop,0.667,0.548,9,0.8097982105064644,1,0.0262,0.744,0.01227364185110664,0.0946,0.29,112.549,286880
Virtual Insanity - Remastered,Jamiroquai,https://i.scdn.co/image/ab67616d0000b2730a56670fb490847a007e9365,0dCr3qIupWh36ilLjRHi4P,Virtual Insanity - Remastered,Jamiroquai,13,20m3xZ4Ro4oE4CpZo8G12m,High Times - The Singles 1992 - 2006,2006-11-06,pop,post-teen pop,0.651,0.946,6,0.8744420929111749,1,0.101,0.13,0.0,0.148,0.508,91.911,228333
Gucci Gang,Lil Pump,https://i.scdn.co/image/ab67616d0000b273d52ef190ae5253eb2c3c764c,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,74,2VVvm4zJlUQm9XmBCvGN6z,Lil Pump,2017-10-06,rap,gangster rap,0.936,0.523,5,0.8326802589946147,1,0.0597,0.239,0.0,0.117,0.699,119.889,124056
All My Life,K-Ci & JoJo,https://i.scdn.co/image/ab67616d0000b2736e955099e6d2225059595b9e,5GorFaKkP2mLREQvhSblIg,All My Life,K-Ci & JoJo,70,5cmtcMzuUZq8vxS5T7NVPu,Love Always,1997-01-01,r&b,urban contemporary,0.629,0.511,1,0.7920080464346332,1,0.0326,0.114,3.933601609657947e-06,0.0588,0.181,128.038,331240
Hasta el Amanecer,Nicky Jam,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa,5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,71,2dBgWXp41imu2zBNv9oFxZ,Fénix,2017-01-20,latin,latin pop,0.832,0.608,6,0.8466777025752781,0,0.0385,0.282,0.0,0.0761,0.589,94.013,198707
My Hero,Foo Fighters,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b,7u5dBtASrtOuBTTZjJrvuJ,My Hero,Foo Fighters,60,1zCNrbPpz5OLSr6mSpPdKm,Greatest Hits,2009-11-03,rock,classic rock,0.364,0.925,4,0.8847725415418142,1,0.0659,6.01e-05,0.0002525150905432595,0.0603,0.301,153.981,258973
Gettin' Jiggy Wit It,Will Smith,https://i.scdn.co/image/ab67616d0000b273ddf2f9edabd166c60047e3c4,0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,70,2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,1997-10-03,pop,dance pop,0.881,0.874,6,0.8788843953649184,1,0.139,0.0175,1.1971830985915492e-06,0.154,0.858,107.891,227933
Good Things Fall Apart (with Jon Bellion),ILLENIUM,https://i.scdn.co/image/ab67616d0000b273b63dd907d48ad6e9222b4f10,6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,74,4IYvXJnU8zPRzPPTu4dJUl,Good Things Fall Apart (with Jon Bellion),2019-05-13,pop,dance pop,0.643,0.594,2,0.8590197598642164,1,0.0318,0.0128,0.0,0.118,0.442,144.033,216668
I Wanna Rock,Twisted Sister,https://i.scdn.co/image/ab67616d0000b2733469ef94acfa666fde83dec5,70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,Twisted Sister,69,0dzqapIToiOhULGvzDKpXm,Stay Hungry,1984,rock,classic rock,0.504,0.911,2,0.911049179640844,1,0.0738,0.00512,0.012374245472837022,0.355,0.671,106.244,179760
Dirty Little Secret,The All-American Rejects,https://i.scdn.co/image/ab67616d0000b273aaf8c068ffe217db825a1945,5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,The All-American Rejects,62,03kOqFjrxiwkgvj2ExN6ii,Move Along,2005-01-01,rock,permanent wave,0.469,0.955,10,0.884164868092953,1,0.0432,0.000343,1.358148893360161e-06,0.548,0.462,143.853,193653
Afuera,Caifanes,https://i.scdn.co/image/ab67616d0000b27336aeaab4dc91a8dea53a2d8f,3pJfnBjO3kjudEchcPEDxS,Afuera,Caifanes,71,2mPZNQNgW1zrkIPyL9XJcf,El Nervio Del Volcan,1994,rock,album rock,0.487,0.553,6,0.7386585084759969,0,0.0425,0.209,2.826961770623742e-05,0.0992,0.699,126.043,288600
She Hates Me,Puddle Of Mudd,https://i.scdn.co/image/ab67616d0000b27353cf4c30b11cf78c7bf6b793,16DhvbuyvJob4Q9GHNYu2n,She Hates Me,Puddle Of Mudd,69,4oWz3E9jTrBe9sVkiX2sJ5,Come Clean,2001-08-28,rock,permanent wave,0.58,0.748,4,0.859438845001362,1,0.0323,0.00935,0.0,0.753,0.584,109.781,216760
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,https://i.scdn.co/image/ab67616d0000b2730538d5d965798a403219a470,0uVyZywUNOp6S0dU5r8TS8,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,69,1SrvubPy1Dg2BWJyTMcmgr,Prayer,2014-09-16,pop,electropop,0.76,0.886,9,0.8610523227793726,0,0.0258,0.0219,7.474849094567404e-06,0.623,0.78,123.002,189399
Walk This Way (feat. Aerosmith),Run–D.M.C.,https://i.scdn.co/image/ab67616d0000b273186999bb15b42bdaf6241d87,6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),Run–D.M.C.,68,7AFsTiojVaB2I58oZ1tMRg,Raising Hell,1986-05-15,rap,southern hip hop,0.759,0.578,6,0.7100978563795235,0,0.0468,0.00796,8.22937625754527e-05,0.0605,0.944,105.598,309760
Fast Lane,Bad Meets Evil,https://i.scdn.co/image/ab67616d0000b27359a1132f3cab22f80b2d2777,6cTLMb7FncAoQNMUZPFrCT,Fast Lane,Bad Meets Evil,4,7CWSLPmiMIHXfETjpdOVT6,Hell: The Sequel (Deluxe),2011-01-01,rap,gangster rap,0.614,0.868,1,0.8929656559730109,1,0.28,0.0484,0.0,0.231,0.361,115.913,249475
How Soon Is Now? - 2011 Remaster,The Smiths,https://i.scdn.co/image/ab67616d0000b273786b44c75ebf915866523f5b,1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster,The Smiths,69,1j57Q5ntVi7crpibb0h4sv,Hatful of Hollow,1984,rock,permanent wave,0.398,0.93,11,0.8316325461517506,1,0.0615,0.000854,0.12173038229376257,0.0874,0.725,190.818,408173
U Got It Bad,Usher,https://i.scdn.co/image/ab67616d0000b2737750146aac26aade0a867913,7J41dYQolQJEtj3UmKLu5r,U Got It Bad,Usher,70,6k16WXh4rKyusIoN00rmpi,8701,2001-08-07,r&b,hip pop,0.816,0.5,1,0.8779204995494835,1,0.03,0.0227,1.539235412474849e-06,0.0733,0.649,124.037,247840
Open Arms,Journey,https://i.scdn.co/image/ab67616d0000b2738025ee6a56135658799b07ba,2w4EpqGasrz9qdTwocx54t,Open Arms,Journey,69,43wpzak9OmQfrjyksuGwp0,Escape,1981,rock,classic rock,0.405,0.21,2,0.6963937723948619,1,0.0279,0.584,0.0,0.139,0.174,100.577,202173
When I See U,Fantasia,https://i.scdn.co/image/ab67616d0000b273484cce125a34453bb05461eb,4iuNZTcvT9diFySSzVsnVS,When I See U,Fantasia,68,42DybH3gl3WcfXAQySOEiX,Fantasia,2006-12-09,r&b,urban contemporary,0.569,0.596,8,0.8373740125306456,1,0.171,0.457,9.044265593561369e-05,0.205,0.757,93.134,217347
Rhiannon,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b273813da91820fd194cbee5bdce,05oETzWbd4SI33qK2gbJfR,Rhiannon,Fleetwood Mac,68,5VIQ3VaAoRKOEpJ0fewdvo,Fleetwood Mac,1975-07-11,rock,classic rock,0.723,0.49,9,0.6643128051463655,0,0.0296,0.111,0.09517102615694165,0.0923,0.795,129.012,252773
Why Can't This Be Love,Van Halen,https://i.scdn.co/image/ab67616d0000b273def8994935a955331c21bc12,0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,Van Halen,65,5Ew5vOg3PYyT9QUPCrdIZq,5150,1986-03-24,rock,classic rock,0.531,0.626,0,0.6931039540682689,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693
Really Don't Care,Demi Lovato,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,Demi Lovato,69,6Kssm2LosQ0WyLukFZkEG5,Demi,2013-01-01,pop,post-teen pop,0.706,0.728,7,0.8978060893070426,1,0.0852,0.123,0.0,0.185,0.851,121.017,201600
Thank You,Dido,https://i.scdn.co/image/ab67616d0000b2733e5cbf3b3ac5905cb68377d5,3yUcJwYu7fXAfqMj9krY6l,Thank You,Dido,68,7ydMeYrv8bFFRkkHepoJM4,No Angel,1999,rock,permanent wave,0.725,0.583,1,0.7649561008318839,0,0.0424,0.3,0.00021629778672032192,0.0665,0.765,79.984,218360
How Do I Breathe,Mario,https://i.scdn.co/image/ab67616d0000b2735744f67dd17f6f20ee85e2ab,174rZBKJAqD10VBnOjlQQ3,How Do I Breathe,Mario,69,23heJEeNSmPytB3UpSJ3iD,Go,2007-12-11,r&b,urban contemporary,0.684,0.455,5,0.8011231481675503,1,0.0307,0.215,1.0865191146881287e-06,0.263,0.487,97.956,216893
Slide,The Goo Goo Dolls,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,0nnwn7LWHCAu09jfuH1xTA,Slide,The Goo Goo Dolls,69,4UMjBXcRqIgMZ1XumU2x5T,Dizzy up the Girl,1998-09-11,rock,permanent wave,0.395,0.843,8,0.8794920688137795,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067
Straight Outta Compton,N.W.A.,https://i.scdn.co/image/ab67616d0000b273c79a70e8167cc1a4fab83781,6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,N.W.A.,70,0Y7qkJVZ06tS2GUCDptzyW,Straight Outta Compton,1988-08-08,rap,southern hip hop,0.834,0.878,8,0.7745531504725185,1,0.15,0.0461,0.0,0.334,0.418,102.848,258688
Breaking the Law,Judas Priest,https://i.scdn.co/image/ab67616d0000b273be0e5ebab8c61469b1ff9f62,3dix9ONSeCaR05vk8K2kEQ,Breaking the Law,Judas Priest,27,4OwBaU87F1fKR9xAQ5qdhQ,British Steel - 30th Anniversary,2010-05-10,rock,classic rock,0.362,0.959,2,0.8548289084927603,1,0.0882,0.0249,7.676056338028168e-06,0.0694,0.505,164.01,155520
I Need A Doctor,Dr. Dre,https://i.scdn.co/image/ab67616d0000b273d27f8a33b8a8c0417cdca53f,1aUT4xl8iiYNr6emik4qTB,I Need A Doctor,Dr. Dre,9,2IS597VgU3PdBGeMpJOZ1K,I Need A Doctor,2010-01-01,rap,southern hip hop,0.587,0.931,3,0.8805397816566435,1,0.467,0.103,1.1670020120724343e-06,0.346,0.445,155.964,283733
True Colors,Cyndi Lauper,https://i.scdn.co/image/ab67616d0000b2735128af6747a56ccb3c7ea5b3,2A6yzRGMgSQCUapR2ptm6A,True Colors,Cyndi Lauper,68,31TRqoVBTQi0lzlPLtvINn,True Colors,1986-10-14,rock,classic rock,0.386,0.145,0,0.6183182113446346,1,0.0362,0.792,0.00019718309859154928,0.1,0.262,171.63,226067
Click Click Boom,Saliva,https://i.scdn.co/image/ab67616d0000b273c72cc4087da2190116857f37,55SUneDPq3ZOrJi8sVG78G,Click Click Boom,Saliva,7,2DUQWxuRC0J8Nn3ejQHROx,Moving Forward In Reverse: Greatest Hits,2010-01-01,rock,hard rock,0.609,0.937,6,0.9122645265385663,1,0.0495,0.00324,0.0002957746478873239,0.129,0.493,95.961,252933
The Look,Roxette,https://i.scdn.co/image/ab67616d0000b2737d32e463de3d8d8b39dcac2c,0ZfM5XfJTtFPhOxAERRnNY,The Look,Roxette,72,1iI5YZkqNUV7VmrEi4uOP9,Look Sharp! (2009 Version),1988-10-19,pop,electropop,0.634,0.838,2,0.8609056429813716,1,0.0413,0.0531,8.390342052313883e-06,0.0522,0.541,95.011,237320
Darte un Beso,Prince Royce,https://i.scdn.co/image/ab67616d0000b2739698eca2303d9c50b8974064,6cJLfIqwh0tCKRjYM3WpZ5,Darte un Beso,Prince Royce,70,4o8ZyBzwPxPVc2bqNG5Xfe,Soy el Mismo,2013-10-08,latin,latin pop,0.757,0.711,1,0.8759927079186136,0,0.0349,0.36,0.0,0.121,0.817,139.962,206933
Who Am I (What's My Name)?,Snoop Dogg,https://i.scdn.co/image/ab67616d0000b2733d8c2a1fd8e8c2c2d4c844d2,5XhkV07Vou38wnrzwURUOC,Who Am I (What's My Name)?,Snoop Dogg,70,7f9KDGqY7X2VLBM5aA66KM,Doggystyle,1993,rap,southern hip hop,0.692,0.833,7,0.8900111057561343,1,0.0492,0.000136,1.991951710261569e-05,0.515,0.692,96.814,246320
"Girls, Girls, Girls",Mötley Crüe,https://i.scdn.co/image/ab67616d0000b273a226e31b10f88c83e00e828a,5Rso4igx5lTkTAbDEN9nuQ,"Girls, Girls, Girls",Mötley Crüe,0,4PUfaPONvulKOcLpw2pZHs,"Girls, Girls, Girls",1987,rock,classic rock,0.601,0.928,7,0.8705446011357207,1,0.0703,0.0319,0.00011670020120724346,0.401,0.564,140.11,270533
Check Yo Self - Remix,Ice Cube,https://i.scdn.co/image/ab67616d0000b27396c799b97ad8d8be2d315dd0,3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,Ice Cube,69,5WMLlQk7xLN9A40jipd3xo,Bootlegs And B-Sides,1994-11-22,rap,southern hip hop,0.934,0.735,1,0.8335603377826205,1,0.251,0.031,8.651911468812878e-06,0.107,0.768,101.368,273107
Love Shack,The B-52's,https://i.scdn.co/image/ab67616d0000b273a8f707fa234c504420048b46,4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,69,5BAzAODqIwttjj7wxmlNMS,Cosmic Thing,1989-06-23,rock,permanent wave,0.715,0.817,5,0.8428011650566812,0,0.0532,0.0325,1.6197183098591548e-06,0.851,0.871,133.858,321573
Dude (Looks Like A Lady),Aerosmith,https://i.scdn.co/image/ab67616d0000b273a8a965df6a845b265ee19106,6gQUbFwwdYXlKdmqRoWKJe,Dude (Looks Like A Lady),Aerosmith,70,3XYqOJI1YlX40kJTdzFEzp,Permanent Vacation,1987-01-01,rock,classic rock,0.54,0.982,4,0.9112168136957023,0,0.0458,0.435,3.390342052313883e-05,0.0457,0.91,126.294,265773
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,https://i.scdn.co/image/ab67616d0000b27380dacac510e9d085a591f981,63iZvr19gFAToQJdY7Sysn,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,15,0Q3h1Bm5T7QPo8lI1S9mT6,Floor Seats,2019-08-16,r&b,urban contemporary,0.737,0.597,7,0.8196257569725289,1,0.118,0.292,0.0,0.13,0.448,92.049,222987
Country Girl (Shake It For Me),Luke Bryan,https://i.scdn.co/image/ab67616d0000b273b9e05b0be97dd9b2f79fb29e,0yD66650JxhqKbW76C2qCo,Country Girl (Shake It For Me),Luke Bryan,72,4ybWq0AegFFAvHULAe7q0K,Tailgates & Tanlines,2011-01-01,latin,latin hip hop,0.645,0.904,2,0.8783186304297718,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560
Youth of the Nation,P.O.D.,https://i.scdn.co/image/ab67616d0000b27395741aa186187b05e0653245,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,P.O.D.,69,4eUmncMYQRg0Ot29KKqbuk,Satellite (U.S. Version WEA Distribution),2001-09-11,rock,album rock,0.563,0.86,8,0.8154349056010728,1,0.0621,0.00834,0.010663983903420523,0.39,0.517,97.867,256240
Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,https://i.scdn.co/image/ab67616d0000b273ac1b009b3ad89a504b927acf,3yEtuhGR8jOtusa29jWrhG,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,69,4O3yvEN5II2yKWKBPtDLD7,Valio La Pena,2004-07-27,latin,tropical,0.691,0.658,0,0.8371644699620727,1,0.0359,0.398,4.607645875251509e-05,0.112,0.617,97.68,300160
Broken Wings,Mr. Mister,https://i.scdn.co/image/ab67616d0000b273cfccabf39d00d34235d5bcd6,63nVsCAdxu9OdeRhe58wiE,Broken Wings,Mr. Mister,65,1vmioa1hsabaxkYnYKROT1,Welcome To The Real World,1985-06-01,pop,electropop,0.286,0.473,1,0.6454330197179556,0,0.0388,0.115,4.2555331991951706e-05,0.071,0.449,99.233,345840
The Heart Wants What It Wants,Selena Gomez,https://i.scdn.co/image/ab67616d0000b273f7dd2cadacebfe2d3c5d96be,6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,70,2iFTxCYwhF5oC1L8s1B0rI,The Heart Wants What It Wants,2014-01-01,pop,post-teen pop,0.616,0.789,7,0.8711522745845819,0,0.0377,0.053,0.0,0.142,0.621,83.066,227373
Waiting for a Girl like You,Foreigner,https://i.scdn.co/image/ab67616d0000b27363ab5ffc23a8611bbac9184a,2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,69,2Pw51hAGvWpTA3AYl2WVuu,4 (Expanded),1981,rock,album rock,0.33,0.469,10,0.77870209333026,0,0.0335,0.31,2.313883299798793e-06,0.0402,0.433,201.327,292067
Bezerk (feat. A$AP Ferg),Big Sean,https://i.scdn.co/image/ab67616d0000b2736f52630d1ee8af30c0e90c49,2B9wgj9XzbJZLty03PRbVo,Bezerk (feat. A$AP Ferg),Big Sean,74,6UgZHNJFfmKLSGLuW9T114,Bezerk,2019-08-26,rap,hip hop,0.684,0.687,2,0.8753640802128952,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,https://i.scdn.co/image/ab67616d0000b273483a98632e23f6d2623ab75c,7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,68,0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,2013-01-01,pop,post-teen pop,0.558,0.924,9,0.8823208934895124,0,0.064,0.0271,3.340040241448692e-06,0.537,0.567,151.99,186827
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,https://i.scdn.co/image/ab67616d0000b2731a4e69446bc76b4812ef115f,7xVLFuuYdAvcTfcP3IG3dS,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,71,3smlfAmejcKMmAPg1G2Kki,Trap Lord,2013-08-19,rap,southern hip hop,0.841,0.733,1,0.8668985604425539,1,0.142,0.0246,0.0,0.174,0.284,130.009,283693
"Hold On, We're Going Home",Drake,https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d,0FyBloIEdLS3f3SodFiju1,"Hold On, We're Going Home",Drake,1,5lO7gxhuQw0iLyrucRLPgD,"Hold On, We're Going Home",2013-08-06,rap,southern hip hop,0.765,0.452,6,0.8340632399471952,0,0.068,0.0033,4.6680080482897385e-05,0.0916,0.331,100.002,227027
Miss Murder,AFI,https://i.scdn.co/image/ab67616d0000b2736c050d183c1fff7158c7bcd3,0Ti2dlF2xLjXblvdU5fCxM,Miss Murder,AFI,70,1XcA7EEpVRg3FpVbhWu9JV,DECEMBERUNDERGROUND,2006-06-06,rock,hard rock,0.308,0.873,8,0.878109087861199,1,0.0533,0.00022,0.0007334004024144869,0.0974,0.686,143.519,206587
She Looks So Perfect,5 Seconds of Summer,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,5 Seconds of Summer,69,6GKIr03B2yvdP0TkWiGJVV,5 Seconds Of Summer,2014-06-27,pop,post-teen pop,0.494,0.951,9,0.8845001362026695,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496
Cleanin' Out My Closet,Eminem,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,5yMZU1xolje7E1xGmezcuj,Cleanin' Out My Closet,Eminem,5,1ftvBBcu7jYIvXyt3JWB8S,The Eminem Show,2002-05-26,rap,gangster rap,0.908,0.762,9,0.8732686545271672,0,0.153,0.0658,0.0,0.104,0.869,148.016,297933
Mi Persona Favorita,Río Roma,https://i.scdn.co/image/ab67616d0000b273fdc64ffdbc82d7e7559abd86,68zCp49fXje1NCJrCYMq1r,Mi Persona Favorita,Río Roma,0,13HygxnzyvCrMWl6ra1uBI,Hoy Es Un Buen Día,2014-07-22,latin,latin pop,0.555,0.739,3,0.8710055947865809,1,0.0631,0.303,0.0,0.0871,0.682,152.119,191267
Neon Moon,Brooks & Dunn,https://i.scdn.co/image/ab67616d0000b273941001e5ce6bc1272466de29,3EUl8M6SzxZl03NPkB8mUd,Neon Moon,Brooks & Dunn,68,1ZXM9jY3Bsg12KXgwftBrO,#1s ... and then some,2009-09-08,latin,latin hip hop,0.702,0.632,9,0.8369130188797854,1,0.0247,0.554,0.0,0.127,0.457,102.404,263500
Lottery (Renegade),K CAMP,https://i.scdn.co/image/ab67616d0000b273de7c8cf6e1979da0df4323bb,4dZTZbmJBCCofAExHwefda,Lottery (Renegade),K CAMP,79,6Z8fenVdNwyQZ9iBFkNyKZ,Wayy 2 Kritical,2019-06-21,pop,electropop,0.915,0.556,1,0.7930557592774972,1,0.216,0.0145,0.00018008048289738427,0.0733,0.67,148.964,170947
ghostin,Ariana Grande,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2vdBo4ALPYbHRUPKgtE5iC,ghostin,Ariana Grande,73,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,pop,post-teen pop,0.287,0.364,9,0.799467761875825,1,0.0306,0.418,1.810865191146881e-05,0.185,0.11,103.777,271467
Inmortal,Aventura,https://i.scdn.co/image/ab67616d0000b27394622369386da9eac528e2fe,2swZ0X1njeU32SNJeBKIfW,Inmortal,Aventura,73,1yM8iaMk4Slsqr94LabgN1,Utopia,2019-04-05,latin,tropical,0.77,0.775,8,0.8758460281206126,0,0.0349,0.178,0.0,0.0651,0.848,124.015,256440
Party Up,DMX,https://i.scdn.co/image/ab67616d0000b273581d9fcb8a2e6d600d59b819,4MxZW1XEcPuIZmkANsJabC,Party Up,DMX,7,10memku7dGZY14rvvlNpPv,...And Then There Was X,1999-01-01,rap,gangster rap,0.534,0.933,11,0.9045114515013725,1,0.366,0.0835,0.0,0.394,0.478,202.058,268867
Love,Zoé,https://i.scdn.co/image/ab67616d0000b273ae18ed3e8c0b2f82d0eaf08c,5tyznRXlcIx0XlQ7S8iCMW,Love,Zoé,70,45fpjQkEMNvYJn5SGPcCSX,Rocanlover,2003-11-19,rock,permanent wave,0.692,0.512,6,0.7931605305617836,1,0.0354,0.208,0.001,0.077,0.739,79.003,203627
Work It,Missy Elliott,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae,3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,70,6DeU398qrJ1bLuryetSmup,Under Construction,2002-11-11,rap,southern hip hop,0.884,0.677,1,0.8558766213356243,1,0.283,0.0778,0.0,0.0732,0.584,101.868,263227
Blue Monday - 2016 Remaster,New Order,https://i.scdn.co/image/ab67616d0000b273f142205e336ec0af3e1a4eb0,1RSy7B2vfPi84N80QJ6frX,Blue Monday - 2016 Remaster,New Order,73,2ODAEaYlqS88SU4ZZu1bI6,Singles (Remastered),2005-12-06,rock,permanent wave,0.793,0.703,0,0.7732120780336524,1,0.0581,0.000726,0.8853118712273641,0.075,0.856,130.27,450800
"Hey, Ma",Bon Iver,https://i.scdn.co/image/ab67616d0000b2735cc90d375ab1e4423615654c,0d6bZwEAi1XblGRhnzPfgC,"Hey, Ma",Bon Iver,68,54DU59anGQsdrFP7utpshG,"i,i",2019-08-09,r&b,hip pop,0.411,0.285,0,0.7434151247825995,1,0.0306,0.872,0.0003561368209255533,0.0993,0.213,72.139,216707
The Morning,The Weeknd,https://i.scdn.co/image/ab67616d0000b273b298538481c52f7e217ed000,6u0dQik0aif7FQlrhycG1L,The Morning,The Weeknd,70,5EbpxRwbbpCJUepbqVTZ1U,Trilogy,2012-01-01,pop,dance pop,0.652,0.549,6,0.8149739119502126,0,0.039,0.317,0.0,0.104,0.186,120.073,312427
Adam's Song,blink-182,https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74,5EauMVTXVoQOkax03XXVaV,Adam's Song,blink-182,7,1fF8kYX49s5Ufv4XEY5sjW,Enema Of The State,1999-01-01,rock,permanent wave,0.518,0.789,0,0.8516229071935963,1,0.0367,0.0372,0.0,0.337,0.393,136.023,249754
Courtesy Call,Thousand Foot Krutch,https://i.scdn.co/image/ab67616d0000b273405821bcbb01d247dd24ec63,4iWYPj04kHXcZK0st5yzZf,Courtesy Call,Thousand Foot Krutch,68,4fSovBNtliN1OY3CXNDS16,The End Is Where We Begin,2012-04-17,rock,hard rock,0.532,0.633,11,0.8662908869936927,0,0.0682,0.00378,0.0,0.0804,0.448,164.13,236907
La Rompe Corazones,Daddy Yankee,https://i.scdn.co/image/ab67616d0000b2733965869424bcae03c0dbe7ba,4okba5wu9mMLXx79DXLKi3,La Rompe Corazones,Daddy Yankee,6,7pyHLzYSyH7A4VW3tOFxNk,La Rompe Corazones,2017-01-13,latin,reggaeton,0.685,0.859,5,0.9189070259623242,0,0.0553,0.116,0.0,0.317,0.891,176.018,204520
