Name,Artist,Popularity,img,Release date,Genre,Subgenre
Invite Me,Brent Faiyaz,49,https://i.scdn.co/image/ab67616d0000b2732e4502feaa98bd0aa10f2b96,2016-06-01,r&b,urban contemporary
Just To See Her,Smokey Robinson,9,https://i.scdn.co/image/ab67616d0000b27391cc54ea635ee716f49b4824,1997-01-01,r&b,new jack swing
So Many Details,Toro y Moi,43,https://i.scdn.co/image/ab67616d0000b273fb423719d651817de5c08ba9,2013-01-21,pop,electropop
Satisfy You,Diddy,52,https://i.scdn.co/image/ab67616d0000b273b0fb180ca887066469141ea5,1999-08-24,r&b,new jack swing
I'm Dreamin',Christopher Williams,55,https://i.scdn.co/image/ab67616d0000b273e06035cb17feaac430d9b61b,1991-03-05,r&b,new jack swing
All or Nothing,Theory of a Deadman,45,https://i.scdn.co/image/ab67616d0000b2733a7c61f8e1b879dd5a2a8ae3,2008-04-01,rock,hard rock
The Waters (feat. BJ the Chicago Kid),Anderson .Paak,55,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,2016-01-15,r&b,urban contemporary
Tell Me It's Real,K-Ci & JoJo,1,https://i.scdn.co/image/ab67616d0000b2732f0118e97a4c94d3a3240db4,1999-06-22,r&b,new jack swing
Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,Billy Idol,52,https://i.scdn.co/image/ab67616d0000b2730b5a187156ded6610181c8d8,1985,rock,classic rock
Come Sail Away,Styx,64,https://i.scdn.co/image/ab67616d0000b273276077468780c310413f8450,1977-01-01,rock,classic rock
Hola Bebe,"Héctor ""El Father""",51,https://i.scdn.co/image/ab67616d0000b2737e11c2e41215163ac8947a99,2007-01-01,latin,reggaeton
Unicorn Zombie Apocalypse,Borgore,55,https://i.scdn.co/image/ab67616d0000b2733be7cf95db77cb0322c9203f,2014-04-28,edm,big room
The Drop,Bro Safari,53,https://i.scdn.co/image/ab67616d0000b2732a6c027cd42f4195337154d1,2013-10-22,rap,trap
Sympathy For The Devil,Guns N' Roses,4,https://i.scdn.co/image/ab67616d0000b273dee5d95e44cadcaa74f22b88,2004-01-01,rock,album rock
So In Love,Orchestral Manoeuvres In The Dark,53,https://i.scdn.co/image/ab67616d0000b2732c9e32e39baa2265a931bb81,1985-06-17,rock,permanent wave
Secret,Orchestral Manoeuvres In The Dark,52,https://i.scdn.co/image/ab67616d0000b2732c9e32e39baa2265a931bb81,1985-06-17,rock,permanent wave
Heroes (we could be),Alesso,73,https://i.scdn.co/image/ab67616d0000b273243396cb05919f8308fad913,2015-05-26,pop,dance pop
Jealous,Beyoncé,55,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,2014-11-24,rap,southern hip hop
Cha Cha Slide - Original Live Platinum Band Mix,DJ Casper,54,https://i.scdn.co/image/ab67616d0000b27340c838a77e5fa770a6fda53e,2004-01-01,latin,latin hip hop
Better Days,The Goo Goo Dolls,50,https://i.scdn.co/image/ab67616d0000b273d2cf74bd97456053a7b7de98,2006,rock,permanent wave
Hood Took Me Under,Compton's Most Wanted,53,https://i.scdn.co/image/ab67616d0000b273bb2aad1ceb011b96b07f3461,1992-09-08,rap,gangster rap
Have You Ever Needed Someone So Bad,Def Leppard,34,https://i.scdn.co/image/ab67616d0000b2733061b8dbb3c061b853b8e799,1992-03-31,rock,album rock
Into The Night,Benny Mardones,51,https://i.scdn.co/image/ab67616d0000b273e31c7e7ce21a220c92055aae,1980-01-01,rock,classic rock
Bag Lady,Erykah Badu,2,https://i.scdn.co/image/ab67616d0000b2730d934cb462fae5a26f829efb,2000-10-31,r&b,new jack swing
Sweet Thing,Mary J. Blige,55,https://i.scdn.co/image/ab67616d0000b27321110eef2bacdfe409af6903,1992-01-01,r&b,new jack swing
Dance Tonight,Lucy Pearl,1,https://i.scdn.co/image/ab67616d0000b2737faa4455bdba540c4599ed6c,2000,r&b,new jack swing
You're Always On My Mind,SWV,53,https://i.scdn.co/image/ab67616d0000b273cfc529522ad920757b6b9902,1992-10-27,r&b,new jack swing
Donde Hubo Fuego,Daddy Yankee,53,https://i.scdn.co/image/ab67616d0000b273a2f3f1bed53e819bb5fe4071,2005,latin,reggaeton
This Is Gonna Hurt,Sixx:A.M.,54,https://i.scdn.co/image/ab67616d0000b2739239146ef2c3a7284630a60b,2011-05-03,rock,album rock
Dreaming,Smallpools,57,https://i.scdn.co/image/ab67616d0000b27324c80190d731ccaa74415049,2015-03-24,pop,indie poptimism
Clan In Da Front,Wu-Tang Clan,54,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,1993-11-09,rap,southern hip hop
I Can't Stop Loving You,Kem,53,https://i.scdn.co/image/ab67616d0000b273826e436b2c6df2d99013acc0,2004-01-01,r&b,urban contemporary
Southern Hospitality (Featuring Pharrell),Ludacris,1,https://i.scdn.co/image/ab67616d0000b27384095c1ebcc1f46cb8cf1526,2000-01-01,rap,southern hip hop
Wu-Tang: 7th Chamber,Wu-Tang Clan,56,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,1993-11-09,rap,southern hip hop
Case Of The Ex (Whatcha Gonna Do),Mýa,53,https://i.scdn.co/image/ab67616d0000b2737c72c7888e7fe0b6ef7cb94a,2000,r&b,new jack swing
Feenin',Jodeci,0,https://i.scdn.co/image/ab67616d0000b2733933a425e4cadd3dd7dda3a5,1993-12-21,r&b,new jack swing
U Send Me Swingin',Mint Condition,53,https://i.scdn.co/image/ab67616d0000b2730685f57f5521a9701c8e1755,1993-01-01,r&b,new jack swing
C'Mon wit da Git Down,Artifacts,56,https://i.scdn.co/image/ab67616d0000b273e4d95c25345d71b67d0a912a,1994-10-25,rap,southern hip hop
Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,54,https://i.scdn.co/image/ab67616d0000b2736359c03febe6392dbab7442d,1981-11-08,pop,electropop
Nothin' At All (feat. Skoolie 300),Chuuwee,54,https://i.scdn.co/image/ab67616d0000b273d855a3370bfa123256d6bb38,2014-03-01,r&b,neo soul
Magic,Selena Gomez,47,https://i.scdn.co/image/ab67616d0000b273b27761322beb1a055226ca61,2009-01-01,pop,post-teen pop
Lullabies - Adventure Club Remix,Yuna,54,https://i.scdn.co/image/ab67616d0000b273abdb50e10723668313b370e8,2014-05-06,latin,tropical
Queen,Perfume Genius,58,https://i.scdn.co/image/ab67616d0000b273aa150fea2795813ecea79378,2014-09-22,pop,dance pop
My Buddy,G-Unit,0,https://i.scdn.co/image/ab67616d0000b2735763a1ac1bce68a1af55b6e3,2003-01-01,rap,gangster rap
Cosas de la Vida,Cartel De Santa,53,https://i.scdn.co/image/ab67616d0000b273ca5c95ef4943f338ef029cf9,2008-12-06,rap,gangster rap
We Ready,Archie Eversole,0,https://i.scdn.co/image/ab67616d0000b273a33212ddc5e877bb0f7a25ac,2002-01-01,rap,southern hip hop
Rubber Band Man,T.I.,53,https://i.scdn.co/image/ab67616d0000b273590711d6c0104d86382f1b3e,2003-08-19,rap,southern hip hop
Hopelessly Devoted To You,Olivia Newton-John,28,https://i.scdn.co/image/ab67616d0000b27392ba13060de52ac305208aca,1978-09-14,rock,album rock
What Up Gangsta,50 Cent,55,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,2003-02-06,rap,gangster rap
"Living in America - From ""Rocky IV"" Soundtrack",James Brown,55,https://i.scdn.co/image/ab67616d0000b273f4a2ccbe20d6d52f16816812,1985,rock,album rock
The Headmaster Ritual - 2011 Remaster,The Smiths,53,https://i.scdn.co/image/ab67616d0000b273ac345598e7697a319cb5b460,1985,rock,permanent wave
Rhyme Or Reason,Eminem,0,https://i.scdn.co/image/ab67616d0000b273cb66bcc14c6f857c127d5969,2013-11-05,pop,post-teen pop
Don't Close Your Eyes,Kix,49,https://i.scdn.co/image/ab67616d0000b273e55e79eaf6e37560a09bbb16,1988-09-06,rock,hard rock
All About the Benjamins,Diddy,56,https://i.scdn.co/image/ab67616d0000b27394f68ea26a5b2146eaaa4099,2004-03-09,rap,gangster rap
April Skies,The Jesus and Mary Chain,51,https://i.scdn.co/image/ab67616d0000b2731704c9994c5a1d2b888f5477,1987-08-31,rock,permanent wave
Meant to Be,Ross Lynch,53,https://i.scdn.co/image/ab67616d0000b2738f9a38eaef72352da716ccdb,2013-01-01,pop,post-teen pop
Let It Die,Three Days Grace,54,https://i.scdn.co/image/ab67616d0000b2739dcf31d6b5eb82fa24de783a,2006-06-25,rock,hard rock
Love and War,Tamar Braxton,53,https://i.scdn.co/image/ab67616d0000b273a05c4211fd18f4a7362b9551,2013-09-03,r&b,urban contemporary
One More Chance - 2005 Remaster,The Notorious B.I.G.,53,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,1994-09-13,rap,southern hip hop
Take It to da House,Trick Daddy,51,https://i.scdn.co/image/ab67616d0000b2733fcbf87d146762eaf00f8acb,2001-03-20,rap,southern hip hop
Things Done Changed - 2005 Remaster,The Notorious B.I.G.,52,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,1994-09-13,rap,southern hip hop
Santa Baby,Eartha Kitt,58,https://i.scdn.co/image/ab67616d0000b2737c78b57a88c7c109176bc999,2012-10-27,r&b,neo soul
"Te He Querido, Te He Llorado",Ivy Queen,49,https://i.scdn.co/image/ab67616d0000b2734e05c993d1647c4169b26e1e,2006-11-14,latin,reggaeton
Iron Man,Black Sabbath,1,https://i.scdn.co/image/ab67616d0000b27343f594be3179178ce058786f,1970-09-18,rock,classic rock
Next Level - Nyte Time Mix,Showbiz & A.G.,53,https://i.scdn.co/image/ab67616d0000b27315747e38c12b53c44958b466,1995-01-01,rap,southern hip hop
Faded - ODESZA Remix,ZHU,54,https://i.scdn.co/image/ab67616d0000b273a35640a02f9ca8587c4dc668,2014-09-15,pop,indie poptimism
All Right Now,Free,22,https://i.scdn.co/image/ab67616d0000b27354aba40566e8dcd8e9947e71,2008-01-01,rock,album rock
Bailando - English Version,Enrique Iglesias,52,https://i.scdn.co/image/ab67616d0000b273488bbfd884c2253b071f9724,2014-07-04,latin,latin hip hop
Chasin' Honey,Wild Party,54,https://i.scdn.co/image/ab67616d0000b273b2b05168e86b0af78ede0d97,2014-10-07,pop,indie poptimism
I Know You Know,Esperanza Spalding,54,https://i.scdn.co/image/ab67616d0000b2733d0bdc59a47cf5b39a5d68a9,2008-01-01,r&b,neo soul
1979,The Smashing Pumpkins,14,https://i.scdn.co/image/ab67616d0000b273c48f42fdafcffcedbdbce025,1995-10-24,rock,classic rock
Get Your Walk On,Xzibit,52,https://i.scdn.co/image/ab67616d0000b273ca223db78b2ffe5c462cf848,2000-04-02,rap,southern hip hop
He Loves Me (Lyzel in E Flat),Jill Scott,52,https://i.scdn.co/image/ab67616d0000b273b74ec6a6789c65f56dafafc3,2000-07-18,r&b,neo soul
Isolation - 2007 Remaster,Joy Division,52,https://i.scdn.co/image/ab67616d0000b27321590ea36e6264a1917d02eb,1980,rock,permanent wave
Amor De Una Noche (feat. Julio Voltio) - Remix Version,N'Klabe,52,https://i.scdn.co/image/ab67616d0000b27353e13a9e568364f6b7c53f1f,2005-10-18,latin,tropical
Space Age Love Song,A Flock Of Seagulls,50,https://i.scdn.co/image/ab67616d0000b273b3704cb907f6638aeed16abf,1981,rock,permanent wave
Turning Japanese - Non Stop Edit,The Vapors,50,https://i.scdn.co/image/ab67616d0000b27360e594fd9a41134979feab3d,1980-07-01,rock,permanent wave
Blackest Eyes,Porcupine Tree,51,https://i.scdn.co/image/ab67616d0000b2733642e70b486a21e60f609d37,2002-09-24,rock,album rock
Ran off on Da Plug Twice,Plies,53,https://i.scdn.co/image/ab67616d0000b273b4a3f65c64453b9339f49279,2016-01-29,rap,southern hip hop
El Taqui Taqui - Original Mix,Ilegales,54,https://i.scdn.co/image/ab67616d0000b2737ec1aa43dd1f6b93f4e83225,1997-11-11,latin,tropical
We Right Here,DMX,0,https://i.scdn.co/image/ab67616d0000b2736ec8344d2f5f364bbdf15c0b,2010-01-01,rap,gangster rap
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,Cash Cash,54,https://i.scdn.co/image/ab67616d0000b273256520303297bcbd3d44231d,2016-05-27,edm,pop edm
Skateboard P,MadeinTYO,55,https://i.scdn.co/image/ab67616d0000b273094bcff081a8d9e79bdc88dd,2016-08-22,rap,gangster rap
That's All I Need,Dirty Heads,54,https://i.scdn.co/image/ab67616d0000b27366cf0477fe01d6a4c4925f30,2016-07-15,pop,indie poptimism
Some Cut (feat. Cutty),Trillville,56,https://i.scdn.co/image/ab67616d0000b273b0c2e9a05d1d51fc21b07c82,2009-08-21,rap,hip hop
Babylon (feat. Kendrick Lamar),SZA,52,https://i.scdn.co/image/ab67616d0000b27332f1a3721efb2ddfb91b9c82,2014-04-08,r&b,urban contemporary
After the Storm,Mumford & Sons,54,https://i.scdn.co/image/ab67616d0000b2736d0a13a643d83342430c07da,2009-10-02,r&b,urban contemporary
Screaming in the Night,Krokus,52,https://i.scdn.co/image/ab67616d0000b2733be5ab1a4c3fcb07d7bfe67f,1983,rock,album rock
Backseat,Ari Lennox,56,https://i.scdn.co/image/ab67616d0000b27336eac825e3a4cbcb458a18f8,2016-10-21,r&b,urban contemporary
Feels like the First Time - 2008 Remaster,Foreigner,52,https://i.scdn.co/image/ab67616d0000b273285f67628210374752c56a6e,2008,rock,classic rock
A Toast and a Spirit,Vacation Manor,55,https://i.scdn.co/image/ab67616d0000b273712d464ded510791545ac352,2016-04-23,pop,indie poptimism
Only Happy When It Rains,Garbage,51,https://i.scdn.co/image/ab67616d0000b273da79cbc3b29d31b96ee3fc3d,1995,rock,permanent wave
Parking Lot,Anderson .Paak,54,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,2016-01-15,r&b,urban contemporary
Foe Life,Mack 10,22,https://i.scdn.co/image/ab67616d0000b273e7eb920ba3a38455d3a0055b,2010-02-23,rap,gangster rap
Slave II,Logic,55,https://i.scdn.co/image/ab67616d0000b273b497e0b2e0c08b470ee70648,2016-07-01,rap,hip hop
Tell It Like It Is,Aaron Neville,52,https://i.scdn.co/image/ab67616d0000b273fc08384e67f91759261a685a,2000-01-11,r&b,urban contemporary
Used to Love U,John Legend,9,https://i.scdn.co/image/ab67616d0000b27330fd5c0c49d9c1913e7eb38b,2004,r&b,urban contemporary
Go (Remastered),Pearl Jam,54,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5,1993-10-19,rock,hard rock
Keep On Movin',Soul II Soul,41,https://i.scdn.co/image/ab67616d0000b2731ff5cea77c532f8e49444365,1995-05-18,r&b,new jack swing
Echoes Of Silence,The Weeknd,55,https://i.scdn.co/image/ab67616d0000b273b298538481c52f7e217ed000,2012-01-01,r&b,urban contemporary
Gone,The Weeknd,54,https://i.scdn.co/image/ab67616d0000b273b298538481c52f7e217ed000,2012-01-01,r&b,urban contemporary
Don't Damn Me,Guns N' Roses,3,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-01-01,rock,album rock
To Be With You,Mr. Big,6,https://i.scdn.co/image/ab67616d0000b2738406dd4f370d34e299c8de68,2004-05-25,rock,hard rock
How Many Mics,Fugees,1,https://i.scdn.co/image/ab67616d0000b273085b8dd2bebd2aaac895c78e,1996,rap,gangster rap
Hey Moon,John Maus,54,https://i.scdn.co/image/ab67616d0000b27350bc8ef82d299d7d8933b012,2011-06-28,pop,dance pop
Heartz Of Men,2Pac,54,https://i.scdn.co/image/ab67616d0000b273ae9a8fcf55d7d74ca02c1e66,1996-02-13,rap,gangster rap
Escapade,Janet Jackson,52,https://i.scdn.co/image/ab67616d0000b27371511473d9e34fcdc13d90ef,1989-09-19,r&b,new jack swing
Baby-Baby-Baby,TLC,52,https://i.scdn.co/image/ab67616d0000b273dc99053d8e01786a0efb6ed4,1992-02-25,r&b,new jack swing
Giving Him Something He Can Feel,En Vogue,52,https://i.scdn.co/image/ab67616d0000b27350638bf4b6a49dce27bc4ff5,1992-03-24,r&b,new jack swing
Double Talkin' Jive,Guns N' Roses,53,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-01-01,rock,album rock
Car Wash,Rose Royce,50,https://i.scdn.co/image/ab67616d0000b273f2165490d27e56a9a6dddb74,1976-01-01,r&b,urban contemporary
"All the Times (feat. Faith Evans, Coko & Missy Elliott)",LSG,51,https://i.scdn.co/image/ab67616d0000b27321fb9745ec3bf9145c7d0dc6,1997-10-31,r&b,neo soul
Immigrant Song - Remaster,Led Zeppelin,77,https://i.scdn.co/image/ab67616d0000b27322f1b6c28ce5735646b2e569,1970,pop,post-teen pop
Who Got Da Props,Black Moon,55,https://i.scdn.co/image/ab67616d0000b27368c4932485cb24dd7f46a1ed,1993,rap,southern hip hop
This Is Your Night,Amber,52,https://i.scdn.co/image/ab67616d0000b273229ce5f4e99d9626903c7503,1996-11-26,pop,dance pop
Ole School Shit,Eazy-E,54,https://i.scdn.co/image/ab67616d0000b273298c8b57e26b95bf2cd822b6,2007-01-01,rap,gangster rap
Constant Surprises,Little Dragon,0,https://i.scdn.co/image/ab67616d0000b2738560ee6d1a4d5f9e2c67955c,2008-02-23,r&b,neo soul
She Wolf (Falling to Pieces) [feat. Sia],David Guetta,4,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,2012-08-17,edm,progressive electro house
Let the Sparks Fly,Thousand Foot Krutch,0,https://i.scdn.co/image/ab67616d0000b273405821bcbb01d247dd24ec63,2013-09-02,rock,hard rock
He Said She Said,Ashley Tisdale,53,https://i.scdn.co/image/ab67616d0000b27363a6bd2549547506adb90e8d,2007,pop,post-teen pop
Bang Your Head (Metal Health),Quiet Riot,24,https://i.scdn.co/image/ab67616d0000b2733b7492bb678d5d51683444ae,2007-04-01,rock,classic rock
I'm Still In Love With You,New Edition,52,https://i.scdn.co/image/ab67616d0000b273ef1bbba1b15f6aa21b484ea4,1996-01-01,r&b,new jack swing
I Want Her,Keith Sweat,36,https://i.scdn.co/image/ab67616d0000b273820facd82ca670c50ee97f39,1987,r&b,new jack swing
Dust N' Bones,Guns N' Roses,52,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-01-01,rock,album rock
Strange Brew,Cream,3,https://i.scdn.co/image/ab67616d0000b273db1fb2dede292908e86d94d7,1967-11-02,rock,hard rock
Straight Outta Compton - Extended Mix / Edit,N.W.A.,54,https://i.scdn.co/image/ab67616d0000b273374a967dda0cd404061b0607,1996-07-02,rap,gangster rap
...To Be Loved,Papa Roach,55,https://i.scdn.co/image/ab67616d0000b2737a99d010dde227ca15b4a72c,2006-01-01,rock,hard rock
Tu Angelito,Chino & Nacho,0,https://i.scdn.co/image/ab67616d0000b273535b15f71a115b19d37bd8ac,2010-01-01,latin,latin pop
She Doesn't Mind,Sean Paul,65,https://i.scdn.co/image/ab67616d0000b273d2138c0455a295b38c3a7666,2012-01-24,latin,latin hip hop
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,2,https://i.scdn.co/image/ab67616d0000b27374cacf1617408f745cad3ca1,1996-01-01,rap,southern hip hop
Lo Que Sangra (La Cúpula) - Remasterizado 2007,Soda Stereo,50,https://i.scdn.co/image/ab67616d0000b27382cf3a9e2e2b6b1b3f994d38,1997-10-09,rock,album rock
Sometimes I Rhyme Slow,Nice & Smooth,51,https://i.scdn.co/image/ab67616d0000b2737eb6adca215f7e3fde525d79,1991-01-01,rap,southern hip hop
Can't Knock The Hustle,JAY-Z,0,https://i.scdn.co/image/ab67616d0000b2737a353e74db759af39d3f26b0,1996-06-25,rap,gangster rap
Po Pimp,Do Or Die,51,https://i.scdn.co/image/ab67616d0000b273964415dda57362ee8683b602,1996,rap,southern hip hop
Midnight Blue,Lou Gramm,50,https://i.scdn.co/image/ab67616d0000b273072db10e2a049e183a5dd5b8,1987-03-03,rock,album rock
Algo Musical,Ñejo & Dalmata,55,https://i.scdn.co/image/ab67616d0000b2734a2cfa7ff9391b0b9d83fab1,2016-11-30,latin,reggaeton
Baila Mi Corazón,Belanova,33,https://i.scdn.co/image/ab67616d0000b2731a6a45eda3af5c59cc7b4932,2014-10-14,pop,electropop
It's So Easy,Guns N' Roses,60,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,1987-01-01,rock,album rock
"No Se De Ella ""My Space""",Don Omar,50,https://i.scdn.co/image/ab67616d0000b27330c958b0bed6e79846e1d35b,2006-01-01,latin,reggaeton
Freak Like Me,Halestorm,44,https://i.scdn.co/image/ab67616d0000b273b14af798474c18407f8b3f52,2012-04-03,rock,hard rock
Si No Cuidas Tu Mujer,Eddie Dee,52,https://i.scdn.co/image/ab67616d0000b273a2f3f1bed53e819bb5fe4071,2005,latin,reggaeton
Tears In The Rain,The Weeknd,43,https://i.scdn.co/image/ab67616d0000b273e4860d5331509e2c9ee4de10,2013-01-01,r&b,urban contemporary
Чёрный бумер,Seryoga,51,https://i.scdn.co/image/ab67616d0000b273d1c93e75790194318d8e4321,2004,rap,gangster rap
Adaptation,The Weeknd,44,https://i.scdn.co/image/ab67616d0000b273e4860d5331509e2c9ee4de10,2013-01-01,r&b,urban contemporary
Piece Of My Love,Guy,0,https://i.scdn.co/image/ab67616d0000b273c2123511c8cd53c7329c91d6,2002-01-01,r&b,new jack swing
When It Hurts so Bad,Ms. Lauryn Hill,0,https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9,1998-08-25,r&b,neo soul
Delight - Original Mix,Jamie Berry,54,https://i.scdn.co/image/ab67616d0000b27302083b795bbc7e494e45271f,2012-11-01,edm,electro house
Molly,Tyga,52,https://i.scdn.co/image/ab67616d0000b273b59da577e736f5bb8d8e44f1,2013-01-01,rap,gangster rap
Roni,Bobby Brown,40,https://i.scdn.co/image/ab67616d0000b27353cf43170dc29787984cf6b4,1988-06-20,r&b,new jack swing
Battle Born,Five Finger Death Punch,55,https://i.scdn.co/image/ab67616d0000b2739989949d5b4f76d1aa9e0304,2013-11-19,rock,hard rock
Appetite For Destruction,N.W.A.,50,https://i.scdn.co/image/ab67616d0000b273ad7c319723dfb1a976524c49,2006-01-01,rap,gangster rap
Make Me Wanna Die,The Pretty Reckless,52,https://i.scdn.co/image/ab67616d0000b273ded3790fc374ac8c641c27df,2010-01-01,rock,hard rock
Picture Me Rollin',2Pac,59,https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec,1996-02-13,rap,gangster rap
Nann Nigga,Trick Daddy,51,https://i.scdn.co/image/ab67616d0000b2739fc56856dfdee00ca36f7f01,1999-03-30,rap,southern hip hop
Tender Love,Force M.D.'s,1,https://i.scdn.co/image/ab67616d0000b273e78aee05dab1a5fd72b70fd5,2005-02-08,rock,album rock
Shorty (Got Her Eyes on Me),Donell Jones,26,https://i.scdn.co/image/ab67616d0000b2733b970f005df5b59e8ec25d5e,2007-09-25,r&b,new jack swing
Eighties - 2007 Digital Remaster,Killing Joke,52,https://i.scdn.co/image/ab67616d0000b2736a0553ce3c8ed791ef923887,1985-02-04,rock,permanent wave
Ain't It Fun,Guns N' Roses,3,https://i.scdn.co/image/ab67616d0000b273d8a68fd3e16f7ff6932b47d9,1993-01-01,rock,album rock
Criticize,Alexander O'Neal,53,https://i.scdn.co/image/ab67616d0000b273fccb81b6a27e497b616e97bf,1987-07-29,r&b,new jack swing
Not Gon' Cry,Mary J. Blige,46,https://i.scdn.co/image/ab67616d0000b27396fce33ce14c90aee61017a0,1995-11-14,r&b,new jack swing
Hit Me Off,New Edition,45,https://i.scdn.co/image/ab67616d0000b273ef1bbba1b15f6aa21b484ea4,1996-01-01,r&b,new jack swing
C-Walk,Kurupt,0,https://i.scdn.co/image/ab67616d0000b2730c46f1a7e2cb5ebfd4714b28,1998-10-06,rap,gangster rap
Game Over,Lil' Flip,52,https://i.scdn.co/image/ab67616d0000b2730a40d864fe7c60b58923458a,2004-03-30,rap,hip hop
Till Dawn (Here Comes The Sun),The Weeknd,53,https://i.scdn.co/image/ab67616d0000b273b298538481c52f7e217ed000,2012-01-01,r&b,urban contemporary
Kobe,Chief Keef,46,https://i.scdn.co/image/ab67616d0000b2732a8cbe9e04db628271fe9558,2012-01-01,rap,southern hip hop
What Difference Does It Make? - 2011 Remaster,The Smiths,52,https://i.scdn.co/image/ab67616d0000b273a09b231129ab1cb1a6efc57f,1984,rock,permanent wave
Honestly,Hot Chelle Rae,55,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,2011-11-25,pop,post-teen pop
Wake Up,Wiz Khalifa,14,https://i.scdn.co/image/ab67616d0000b273fe3cf32b1320e8ded39d8c74,2011-03-29,rap,southern hip hop
Spaceman - Carnage Festival Trap Remix,Hardwell,54,https://i.scdn.co/image/ab67616d0000b2739f12d57845a18ed07296d355,2012-12-29,rap,trap
Opposites Attract,Paula Abdul,51,https://i.scdn.co/image/ab67616d0000b273cb3cea7439a97660b3aedb8c,1988-01-01,r&b,new jack swing
Don't Believe The Hype,Public Enemy,52,https://i.scdn.co/image/ab67616d0000b273629edfa71810af835f33f431,1988-04-14,rap,southern hip hop
Don't Stop,Fleetwood Mac,18,https://i.scdn.co/image/ab67616d0000b273813da91820fd194cbee5bdce,1977-02-04,rock,classic rock
Nite and Day,Al B. Sure!,51,https://i.scdn.co/image/ab67616d0000b273c3244bce3724265e20a23ce0,1988-04-26,r&b,urban contemporary
Touch It,Monifah,46,https://i.scdn.co/image/ab67616d0000b273c8f73eeb6fb364ad8a452c7c,1998-01-01,r&b,new jack swing
Rock Wit'cha,Bobby Brown,40,https://i.scdn.co/image/ab67616d0000b27353cf43170dc29787984cf6b4,1988-06-20,r&b,new jack swing
Shower Me With Your Love,Surface,50,https://i.scdn.co/image/ab67616d0000b27395cf89cf64d3f1c6100acdcb,1988,r&b,new jack swing
Miedo,Caifanes,52,https://i.scdn.co/image/ab67616d0000b27336aeaab4dc91a8dea53a2d8f,1994,rock,album rock
Right Next Door To Hell,Guns N' Roses,3,https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873,1991-01-01,rock,album rock
Forever My Lady,Jodeci,52,https://i.scdn.co/image/ab67616d0000b273f952adac97237ff570960cf6,1991-05-28,r&b,new jack swing
How Long Will They Mourn Me?,Thug Life,52,https://i.scdn.co/image/ab67616d0000b273a807ea7d3c719d4e7232af89,1994-01-01,rap,southern hip hop
MVP,Big L,53,https://i.scdn.co/image/ab67616d0000b273f22da4550a4de3cefb5afc0b,1995-03-28,rap,southern hip hop
Barbarism Begins at Home - 2011 Remaster,The Smiths,52,https://i.scdn.co/image/ab67616d0000b273ac345598e7697a319cb5b460,1985,rock,permanent wave
Core,RL Grime,54,https://i.scdn.co/image/ab67616d0000b2730169a3ddd36ca8acdc83dfbd,2014-11-17,rap,trap
Lazarus,Porcupine Tree,1,https://i.scdn.co/image/ab67616d0000b273d88601ed869a074f20010424,2005-03-22,rock,album rock
Rocket Queen,Guns N' Roses,4,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,1987-01-01,rock,album rock
Looking Like This,Lyre Le Temps,52,https://i.scdn.co/image/ab67616d0000b2730d68ac1ddac7e56d26a44129,2013-11-11,edm,electro house
Jezebel,Sade,39,https://i.scdn.co/image/ab67616d0000b273584302fee10c0d0a12c40c97,1985-10-10,r&b,new jack swing
Wake Me Up Before You Go-Go - Remastered,Wham!,54,https://i.scdn.co/image/ab67616d0000b2730387e54a214e3ed5ff795956,2006-11-11,pop,post-teen pop
While I'm Alive,STRFKR,53,https://i.scdn.co/image/ab67616d0000b273cb916d1e03610b396f0120f3,2013-02-12,pop,indie poptimism
I Don't Believe In Love - Remastered 2003,Queensrÿche,51,https://i.scdn.co/image/ab67616d0000b273dcd00578b5f2c8f12ad62b84,1988,rock,hard rock
