name,artist,img,Popularity,Genre,Subgenre
Ivy,Frank Ocean,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,77,pop,indie poptimism
Mirrors,Justin Timberlake,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,77,pop,dance pop
My Boo,Usher,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da,77,r&b,hip pop
All You Need To Know (feat. Calle Lehmann),Gryffin,https://i.scdn.co/image/ab67616d0000b27344fa3ab08e3c6e74c1960081,76,pop,dance pop
I Want It That Way,Backstreet Boys,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,76,pop,post-teen pop
Chantaje (feat. Maluma),Shakira,https://i.scdn.co/image/ab67616d0000b273d05d3aad30c5fb7614893cf5,76,latin,latin pop
Baianá,Bakermat,https://i.scdn.co/image/ab67616d0000b273a1acdbd67cc55da750e1912c,76,pop,dance pop
Dior,Pop Smoke,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,76,rap,hip hop
I Knew You Were Trouble.,Taylor Swift,https://i.scdn.co/image/ab67616d0000b2731c248e90c3e569f90aef9dec,76,pop,post-teen pop
No Lo Trates,Pitbull,https://i.scdn.co/image/ab67616d0000b273ebe5b3413aa954a502770c76,76,latin,latin pop
Best Day Of My Life,American Authors,https://i.scdn.co/image/ab67616d0000b273cc761ba55b0e7abad4539abe,76,pop,post-teen pop
Never Forget You,Zara Larsson,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,76,pop,dance pop
Maps,Maroon 5,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,76,pop,post-teen pop
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,https://i.scdn.co/image/ab67616d0000b2737bcd3cd54e8399ae38cc6e64,76,rap,hip hop
Girls Just Want to Have Fun,Cyndi Lauper,https://i.scdn.co/image/ab67616d0000b27352f532df7ba3269b0242fed9,76,pop,electropop
Most Girls,Hailee Steinfeld,https://i.scdn.co/image/ab67616d0000b27339aab3a1fc9e60f4e2bb9b8c,76,pop,post-teen pop
Say You Won't Let Go,James Arthur,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,76,pop,dance pop
Call Me Maybe,Carly Rae Jepsen,https://i.scdn.co/image/ab67616d0000b273a111f7769013f1731e9c697c,76,pop,post-teen pop
This Love,Maroon 5,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e,76,pop,post-teen pop
Lost Boy,Ruth B.,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,76,r&b,urban contemporary
Wish You Were Here,Pink Floyd,https://i.scdn.co/image/ab67616d0000b273a7f385020b236836c3ed5d91,76,rock,album rock
Jangueo,Alex Rose,https://i.scdn.co/image/ab67616d0000b273462c6ba1c246cc8aeb62086c,76,latin,latin pop
Timber (feat. Ke$ha),Pitbull,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,76,pop,dance pop
Cool,Jonas Brothers,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,76,r&b,hip pop
Believe,Cher,https://i.scdn.co/image/ab67616d0000b27361c83e0a3e42be611729c840,76,pop,dance pop
Chicken Noodle Soup (feat. Becky G),j-hope,https://i.scdn.co/image/ab67616d0000b273819e2d9468a6792735c0ec77,76,pop,indie poptimism
Propuesta Indecente,Romeo Santos,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,76,latin,tropical
Too Good At Goodbyes,Sam Smith,https://i.scdn.co/image/ab67616d0000b273f3ea7140c4a8ba597d0b276b,76,r&b,hip pop
Baby,Justin Bieber,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,76,pop,post-teen pop
Moonlight,Gaullin,https://i.scdn.co/image/ab67616d0000b27364037d6e2a8e350ef8cda952,76,pop,dance pop
La Cartera,Farruko,https://i.scdn.co/image/ab67616d0000b273a4eeb8b5182833605c0dd1af,76,rap,trap
Bored,Billie Eilish,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,76,r&b,urban contemporary
Wake Me up When September Ends,Green Day,https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b,76,rock,permanent wave
Thnks fr th Mmrs,Fall Out Boy,https://i.scdn.co/image/ab67616d0000b273ff59837e170f95a373afc0ec,76,pop,post-teen pop
Money Longer,Lil Uzi Vert,https://i.scdn.co/image/ab67616d0000b2738be07181aa935225a6f25d56,76,rap,gangster rap
Younger,Jonas Blue,https://i.scdn.co/image/ab67616d0000b273200f527dd4459a53436383c8,76,pop,indie poptimism
Dancing In the Dark,Bruce Springsteen,https://i.scdn.co/image/ab67616d0000b273a7865e686c36a4adda6c9978,76,rock,classic rock
In The Air Tonight - 2015 Remastered,Phil Collins,https://i.scdn.co/image/ab67616d0000b273f6954c1f074f66907a8c5483,76,rock,permanent wave
Shotta Flow,NLE Choppa,https://i.scdn.co/image/ab67616d0000b273f564e6b6b6b3f4036b876aa4,76,rap,gangster rap
Lo Que Siento,Cuco,https://i.scdn.co/image/ab67616d0000b273933e645815b3c470ea2af66a,76,pop,dance pop
Friends (with BloodPop®),Justin Bieber,https://i.scdn.co/image/ab67616d0000b2735e8213c6183630b7d1931bdf,76,pop,dance pop
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,76,pop,electropop
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,https://i.scdn.co/image/ab67616d0000b2739d6522bee68370fa5592301d,76,pop,post-teen pop
Lush Life,Zara Larsson,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,76,pop,dance pop
gone girl,iann dior,https://i.scdn.co/image/ab67616d0000b273665f08f4717d16f352208569,76,rap,trap
DOLLAR,Becky G,https://i.scdn.co/image/ab67616d0000b2734d96ab393bb6cde8e621e298,76,rap,trap
Waves - Robin Schulz Radio Edit,Mr. Probz,https://i.scdn.co/image/ab67616d0000b27320062cf8da0f580e9118b487,76,pop,post-teen pop
NASA,Ariana Grande,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,76,pop,post-teen pop
Why'd You Only Call Me When You're High?,Arctic Monkeys,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,76,rock,permanent wave
Rushing Back,Flume,https://i.scdn.co/image/ab67616d0000b273683d659e308221da35d3c0ca,76,r&b,urban contemporary
BIG,Young M.A,https://i.scdn.co/image/ab67616d0000b2734fc7642b4b9dfc5088c45880,76,rap,hip hop
Better When You're Gone,David Guetta,https://i.scdn.co/image/ab67616d0000b2733b9662b667e21cbbaf8565bd,76,pop,dance pop
Robarte un Beso,Carlos Vives,https://i.scdn.co/image/ab67616d0000b273575fb66ec11e54fb68d548a5,76,latin,latin pop
Something Real (with London On Da Track & Chris Brown),Summer Walker,https://i.scdn.co/image/ab67616d0000b273195ec779000d4a516daba450,76,r&b,urban contemporary
party favor,Billie Eilish,https://i.scdn.co/image/ab67616d0000b273a9f6c04ba168640b48aa5795,76,pop,indie poptimism
Lay Me Down,Sam Smith,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,76,r&b,hip pop
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,76,pop,indie poptimism
Freaking Me Out,Ava Max,https://i.scdn.co/image/ab67616d0000b273e16b2caa010dea26692fcfd5,76,pop,post-teen pop
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,https://i.scdn.co/image/ab67616d0000b2739067de29733d1ecf1b87e583,76,pop,electropop
imagine,Ariana Grande,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,76,pop,post-teen pop
The Kids Aren't Alright,The Offspring,https://i.scdn.co/image/ab67616d0000b273cbd2ee7dff77bfb2b5f0af52,76,rock,permanent wave
El Efecto - Remix,Rauw Alejandro,https://i.scdn.co/image/ab67616d0000b2739ebb3103889bd70d30d65bdc,76,rap,trap
Oops!...I Did It Again,Britney Spears,https://i.scdn.co/image/ab67616d0000b2732aa20611c7fb964a74ab01a6,76,pop,post-teen pop
The Bones - with Hozier,Maren Morris,https://i.scdn.co/image/ab67616d0000b27323a1cd02bc99c6e8ad9ed0df,76,latin,latin pop
All Along the Watchtower,Jimi Hendrix,https://i.scdn.co/image/ab67616d0000b2737bfdcc5707e04f9418d2b69d,76,rock,album rock
Nowadays (feat. Landon Cube),Lil Skies,https://i.scdn.co/image/ab67616d0000b273c56dcd1015c1ffb8c56d2988,76,rap,trap
Bounce Back,Big Sean,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987,76,rap,southern hip hop
Escápate Conmigo (feat. Ozuna),Wisin,https://i.scdn.co/image/ab67616d0000b273c7524a697e709517b50681b2,76,latin,latin pop
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,76,pop,dance pop
Budapest,George Ezra,https://i.scdn.co/image/ab67616d0000b273d6df3bccf3ec41ea2f76debc,76,pop,dance pop
None Of Your Concern,Jhené Aiko,https://i.scdn.co/image/ab67616d0000b2735b67956796f107acec5990ac,76,r&b,urban contemporary
Impossible,James Arthur,https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf,76,pop,dance pop
You're Beautiful,James Blunt,https://i.scdn.co/image/ab67616d0000b273105f043a4f470cf58cc01ccf,76,rock,album rock
Crank That (Soulja Boy),Soulja Boy,https://i.scdn.co/image/ab67616d0000b2738a6a328ced07af494400584b,76,rap,hip hop
Duality,Slipknot,https://i.scdn.co/image/ab67616d0000b2736b3463e7160d333ada4b175a,76,rock,hard rock
Kickstart My Heart,Mötley Crüe,https://i.scdn.co/image/ab67616d0000b2737bbaa91ad1135a89329f2960,76,rock,album rock
Juicy - 2005 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,76,rap,southern hip hop
Buy U a Drank (Shawty Snappin'),T-Pain,https://i.scdn.co/image/ab67616d0000b273aad32187513cd6916ddd3c87,76,rap,hip hop
Ela É do Tipo (feat. Drake) - Remix,MC Kevin o Chris,https://i.scdn.co/image/ab67616d0000b2739a49f55d97e798ce88a35323,76,latin,latin pop
Phases,PRETTYMUCH,https://i.scdn.co/image/ab67616d0000b2733a9e34e2c4a10a7dabd13196,76,pop,post-teen pop
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,https://i.scdn.co/image/ab67616d0000b273a1e8b73748ee972a4c22be16,76,rap,hip hop
Start Me Up - Remastered,The Rolling Stones,https://i.scdn.co/image/ab67616d0000b27308fc42e575043a753f60d675,76,rock,classic rock
Secrets,OneRepublic,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb,76,pop,electropop
Wrecking Ball,Miley Cyrus,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,76,pop,electropop
Wild Ones (feat. Sia),Flo Rida,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,76,pop,electropop
Me And My Broken Heart,Rixton,https://i.scdn.co/image/ab67616d0000b273647377a36072bd08e44dd32b,76,pop,post-teen pop
Don't Rush (feat. Headie One),Young T & Bugsey,https://i.scdn.co/image/ab67616d0000b27311690918ae1658d0253e46fb,76,rap,hip hop
Raise Your Glass,P!nk,https://i.scdn.co/image/ab67616d0000b2736f3451faa271fbe470685f34,76,pop,post-teen pop
This City,Sam Fischer,https://i.scdn.co/image/ab67616d0000b27370e6c775adc0f71e6bef0a9b,76,latin,latin pop
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,https://i.scdn.co/image/ab67616d0000b2734d3fa5ce7ba599f4fd7803ef,76,pop,dance pop
Whistle,Flo Rida,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,76,pop,post-teen pop
Black Beatles,Rae Sremmurd,https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,76,pop,electropop
The Weekend - Funk Wav Remix,SZA,https://i.scdn.co/image/ab67616d0000b273b19d1cc6a00ae1d4ddcbfd37,76,pop,electropop
Better,Khalid,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,76,pop,dance pop
Treasure,Bruno Mars,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,76,pop,electropop
Gasolina,Daddy Yankee,https://i.scdn.co/image/ab67616d0000b2737f68406bafad6162f6acdf8a,76,latin,reggaeton
The Boys Of Summer,Don Henley,https://i.scdn.co/image/ab67616d0000b273e59d7ff5a9d7634c02135b19,76,rock,album rock
A Thousand Miles,Vanessa Carlton,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,76,pop,post-teen pop
Unwritten,Natasha Bedingfield,https://i.scdn.co/image/ab67616d0000b2735c8872bc90197dd979e069fe,76,pop,post-teen pop
Mambo No. 5 (a Little Bit of...),Lou Bega,https://i.scdn.co/image/ab67616d0000b273cf505191afa6a1978418fdf8,76,latin,latin hip hop
Scar Tissue,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595,76,rock,permanent wave
Bad Day,Daniel Powter,https://i.scdn.co/image/ab67616d0000b273d5d74dc15f88ec6e02c7378d,76,pop,post-teen pop
Dani California,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,76,rock,permanent wave
Japanese Denim,Daniel Caesar,https://i.scdn.co/image/ab67616d0000b273617c314e94693fad9a26f798,75,r&b,neo soul
Black Skinhead,Kanye West,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,75,rap,southern hip hop
Stole the Show,Kygo,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,75,pop,dance pop
Rock And Roll All Nite,KISS,https://i.scdn.co/image/ab67616d0000b273694dc8db52fc630a9bf5d5e4,75,rock,album rock
La Incondicional,Luis Miguel,https://i.scdn.co/image/ab67616d0000b27384fe22dc0e9d864fd44ff9f8,75,latin,latin pop
Big Boy Diamonds (feat. Kodak Black & London on Da Track),Gucci Mane,https://i.scdn.co/image/ab67616d0000b273dc61fe64263d8cfd392c4677,75,rap,southern hip hop
Vivir Mi Vida,Marc Anthony,https://i.scdn.co/image/ab67616d0000b27321be16e998effa9f1f4b63a9,75,latin,latin pop
Can We Pretend (feat. Cash Cash),P!nk,https://i.scdn.co/image/ab67616d0000b2730ceb664ec63331d981817891,75,pop,dance pop
parents,YUNGBLUD,https://i.scdn.co/image/ab67616d0000b2734d9863d7cbed3e95b6e5b7d3,75,pop,electropop
Run the World (Girls),Beyoncé,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,75,pop,dance pop
Forest Rain,Rain Recordings,https://i.scdn.co/image/ab67616d0000b2737a1bdd2b693365b46dc953c4,75,latin,tropical
...Baby One More Time,Britney Spears,https://i.scdn.co/image/ab67616d0000b2738e49866860c25afffe2f1a02,75,pop,dance pop
MOJAITA,J Balvin,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,75,latin,latin hip hop
Popular Monster,Falling In Reverse,https://i.scdn.co/image/ab67616d0000b2735f4c9262d32be3019e1dda3e,75,rock,hard rock
You Can Call Me Al,Paul Simon,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8,75,rock,permanent wave
On Melancholy Hill,Gorillaz,https://i.scdn.co/image/ab67616d0000b273661d019f34569f79eae9e985,75,pop,indie poptimism
Love Scars,Trippie Redd,https://i.scdn.co/image/ab67616d0000b2738dca9cbf206c611b08a43c17,75,rap,trap
Faith - Remastered,George Michael,https://i.scdn.co/image/ab67616d0000b273b7a9a6a2bf311630d3fc6956,75,pop,electropop
Jopping,SuperM,https://i.scdn.co/image/ab67616d0000b273583c60000e8abc8283853e10,75,pop,dance pop
Se Preparó,Ozuna,https://i.scdn.co/image/ab67616d0000b273b0a875d7f1bfe4ec4aaffa48,75,latin,reggaeton
Black,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273d400d27cba05bb0545533864,75,rock,permanent wave
Feels Like We Only Go Backwards,Tame Impala,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,75,pop,dance pop
Corduroy Dreams,Rex Orange County,https://i.scdn.co/image/ab67616d0000b273dbf3c10406ac999c39bf4a97,75,pop,indie poptimism
Norman fucking Rockwell,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273db58320165892f952a6ddb3f,75,r&b,hip pop
When You Were Young,The Killers,https://i.scdn.co/image/ab67616d0000b2734f87f14089217e3f70a5f39e,75,rock,permanent wave
Like a Stone,Audioslave,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787,75,rock,classic rock
Take It Easy - 2013 Remaster,Eagles,https://i.scdn.co/image/ab67616d0000b273061849da201f99053bf5e788,75,rock,classic rock
Rolling in the Deep,Adele,https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566,75,pop,electropop
When I Come Around,Green Day,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,75,rock,permanent wave
Betrayed,Lil Xan,https://i.scdn.co/image/ab67616d0000b273fd53c5b8a4787f283833db4d,75,rap,trap
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,https://i.scdn.co/image/ab67616d0000b2734b1899123e484c034e31164e,75,pop,post-teen pop
MEGATRON,Nicki Minaj,https://i.scdn.co/image/ab67616d0000b273fedde81755f7d593560af9f3,75,r&b,hip pop
Hold Up,Beyoncé,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,75,pop,dance pop
On God,Kanye West,https://i.scdn.co/image/ab67616d0000b2731bb797bbfe2480650b6c2964,75,r&b,urban contemporary
Clocks,Coldplay,https://i.scdn.co/image/ab67616d0000b273ad6f442ecac8735b9285a923,75,pop,electropop
We Are Young (feat. Janelle Monáe),fun.,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,75,pop,post-teen pop
Still D.R.E.,Dr. Dre,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,75,rap,southern hip hop
The Spectre,Alan Walker,https://i.scdn.co/image/ab67616d0000b273a6a151ed88a170ae3a81eff5,75,pop,electropop
21 Guns,Green Day,https://i.scdn.co/image/ab67616d0000b273c2ced39899b0d67cd5a724fa,75,pop,post-teen pop
Phone Numbers,Dominic Fike,https://i.scdn.co/image/ab67616d0000b2731047fa3fb0151cf803d9c696,75,r&b,urban contemporary
Beamer Boy,Lil Peep,https://i.scdn.co/image/ab67616d0000b273005f9cbd11f91649ee093ff6,75,rap,trap
Outta My Head (with John Mayer),Khalid,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,75,latin,latin pop
Even Flow,Pearl Jam,https://i.scdn.co/image/ab67616d0000b273d400d27cba05bb0545533864,75,rock,classic rock
Use Somebody,Kings of Leon,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8,75,pop,indie poptimism
Hold the Line,TOTO,https://i.scdn.co/image/ab67616d0000b27352cc0969572e48332f0bf982,75,pop,post-teen pop
Uprising,Muse,https://i.scdn.co/image/ab67616d0000b273b6d4566db0d12894a1a3b7a2,75,rock,album rock
Paris,The Chainsmokers,https://i.scdn.co/image/ab67616d0000b273e1b22ace42c98117458010b4,75,pop,dance pop
Linger,The Cranberries,https://i.scdn.co/image/ab67616d0000b273f6325f361d7803ad0d908451,75,rock,album rock
Born in the U.S.A.,Bruce Springsteen,https://i.scdn.co/image/ab67616d0000b273a7865e686c36a4adda6c9978,75,rock,classic rock
COMO UN BEBÉ,J Balvin,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,75,latin,latin pop
Young And Beautiful,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273d7fb3e4c63020039d1cff6b2,75,pop,post-teen pop
Danza Kuduro,Don Omar,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,75,pop,post-teen pop
Hypnotize - 2014 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,75,rap,gangster rap
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,https://i.scdn.co/image/ab67616d0000b273da8d92affd796f7e20af7375,75,rock,classic rock
Ya Me Enteré,Reik,https://i.scdn.co/image/ab67616d0000b273511cc998154eebad1694f9c2,75,latin,latin pop
Not About Angels,Birdy,https://i.scdn.co/image/ab67616d0000b273a7a7f6236a9219ffc8e9054c,75,r&b,urban contemporary
Love You Like A Love Song,Selena Gomez & The Scene,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,75,pop,post-teen pop
Won't Be Late (feat. Drake),Swae Lee,https://i.scdn.co/image/ab67616d0000b27316755a5a392866488c4087f6,75,rap,hip hop
Grenade,Bruno Mars,https://i.scdn.co/image/ab67616d0000b27378c6c624a95d1bd02ba1fa02,75,latin,latin hip hop
Island In The Sun,Weezer,https://i.scdn.co/image/ab67616d0000b2731e0dc5baaabda304b0ad1815,75,pop,indie poptimism
Dear Society,Madison Beer,https://i.scdn.co/image/ab67616d0000b2737dea0aa103144aa9740835fd,75,pop,post-teen pop
Airplanes (feat. Hayley Williams),B.o.B,https://i.scdn.co/image/ab67616d0000b273484d121f0e2d2caf87d5d10b,75,latin,latin hip hop
B.Y.O.B.,System Of A Down,https://i.scdn.co/image/ab67616d0000b273c65f8d04502eeddbdd61fa71,75,rock,hard rock
Body Back (feat. Maia Wright),Gryffin,https://i.scdn.co/image/ab67616d0000b273a2c3c702bdb4ad9ed5789fe5,75,pop,dance pop
Still Don't Know My Name,Labrinth,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,75,pop,dance pop
Feel So Close - Radio Edit,Calvin Harris,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,75,pop,electropop
Saved,Khalid,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,75,pop,indie poptimism
In Your Arms (with X Ambassadors),ILLENIUM,https://i.scdn.co/image/ab67616d0000b273529c6fa82d23f65076c1579b,75,pop,dance pop
Little Talks,Of Monsters and Men,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,75,pop,post-teen pop
VALENTINO,24kGoldn,https://i.scdn.co/image/ab67616d0000b273fe9008022f3f54d81dcc8030,75,rap,hip hop
Right Here Waiting,Richard Marx,https://i.scdn.co/image/ab67616d0000b273edc27582d8f5c3a7c56893bf,75,pop,electropop
Hooked on a Feeling,Blue Swede,https://i.scdn.co/image/ab67616d0000b273e0114a86a2a0a7d8762951d9,75,pop,post-teen pop
Here Without You,3 Doors Down,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228,75,rock,permanent wave
Hear Me Now,Alok,https://i.scdn.co/image/ab67616d0000b2731f57e82299920d9eba745182,75,pop,electropop
Insomnia,Daya,https://i.scdn.co/image/ab67616d0000b2738fe9fb0dc7790498d309b600,75,pop,post-teen pop
Kemba Walker,Eladio Carrion,https://i.scdn.co/image/ab67616d0000b27339ba283f4e6f92bd3e278d45,75,rap,trap
Crazy,Gnarls Barkley,https://i.scdn.co/image/ab67616d0000b273670f4666a378de834285eb33,75,rock,album rock
Good Riddance (Time of Your Life),Green Day,https://i.scdn.co/image/ab67616d0000b273da4f6706ae0f2501c61ce776,75,latin,latin pop
Total Eclipse of the Heart,Bonnie Tyler,https://i.scdn.co/image/ab67616d0000b2738cefe8e2f2cfd63ce073fa96,74,pop,electropop
Lights Up,Harry Styles,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,74,pop,post-teen pop
My Favorite Part,Mac Miller,https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd,74,r&b,neo soul
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,https://i.scdn.co/image/fade577145599daff924bb7b28386a84f67bd1db,74,rap,hip hop
Chachachá,Jósean Log,https://i.scdn.co/image/ab67616d0000b273a8659bf75fee7dc8c01afc67,74,latin,tropical
Con Calma - Remix,Daddy Yankee,https://i.scdn.co/image/ab67616d0000b273f85899e6f6a05d767cc0f0a0,74,latin,latin hip hop
Good Things Fall Apart (with Jon Bellion),ILLENIUM,https://i.scdn.co/image/ab67616d0000b273b63dd907d48ad6e9222b4f10,74,pop,dance pop
CAPO,NLE Choppa,https://i.scdn.co/image/ab67616d0000b273bbe85c97294a5d543fcbf770,74,rap,gangster rap
Woah (feat. D3Mstreet),KRYPTO9095,https://i.scdn.co/image/ab67616d0000b2736cab3dcfbded5c1eb5eb38c1,74,r&b,urban contemporary
Father Stretch My Hands Pt. 1,Kanye West,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,74,r&b,hip pop
Gucci Gang,Lil Pump,https://i.scdn.co/image/ab67616d0000b273d52ef190ae5253eb2c3c764c,74,rap,gangster rap
Don't You Want Me,The Human League,https://i.scdn.co/image/ab67616d0000b2735579d8a505c727349a203074,74,pop,electropop
Sensualidad,Bad Bunny,https://i.scdn.co/image/ab67616d0000b273c0ca1263b2966ddff794d3bb,74,rap,trap
It Was A Good Day,Ice Cube,https://i.scdn.co/image/ab67616d0000b27355af7e0cd246a50f8cd15194,74,rap,southern hip hop
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,https://i.scdn.co/image/ab67616d0000b273327d7ffa53a268bf7411c28b,74,pop,post-teen pop
Tonight Tonight,Hot Chelle Rae,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,74,pop,post-teen pop
Marvins Room,Drake,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,74,r&b,urban contemporary
Karma Police,Radiohead,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf,74,rock,permanent wave
(Everything I Do) I Do It For You,Bryan Adams,https://i.scdn.co/image/ab67616d0000b2733b6427c8257e341348dc5e2a,74,rock,hard rock
Corazón partío,Alejandro Sanz,https://i.scdn.co/image/ab67616d0000b2733443d9c76e9713a5986c983c,74,latin,latin pop
Danger (with Migos & Marshmello),Migos,https://i.scdn.co/image/ab67616d0000b2734e6c9afd981f4615718507a5,74,rap,gangster rap
YO LE LLEGO,J Balvin,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,74,rap,trap
Adios,EVERGLOW,https://i.scdn.co/image/ab67616d0000b2731f45c1a90e9dcb1c8c72f7a3,74,pop,dance pop
Best Part of Me (feat. YEBBA),Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273b10514798bce97e3dff3607e,74,r&b,urban contemporary
Cry Me a River,Justin Timberlake,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,74,pop,post-teen pop
Reggaetón Lento (Bailemos),CNCO,https://i.scdn.co/image/ab67616d0000b2737db0f7ac4c612cce26ccacf9,74,latin,reggaeton
Dark Necessities,Red Hot Chili Peppers,https://i.scdn.co/image/ab67616d0000b27358406b3f1ac3ceaff7a64fef,74,rock,permanent wave
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,https://i.scdn.co/image/ab67616d0000b273a66def7d649149464edc8f1e,74,latin,reggaeton
Hot N*gga,Bobby Shmurda,https://i.scdn.co/image/ab67616d0000b273d52e14e0595216ca453572ab,74,rap,hip hop
